id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
5AfJl6xC8F8b_3c_vwMhIA,jack-s-lobster-shack-and-oyster-bar-cresskill-cresskill,Jack’s Lobster Shack & Oyster Bar Cresskill,https://s3-media1.fl.yelpcdn.com/bphoto/s61q-4YiMW3eDujc19U7-g/o.jpg,False,https://www.yelp.com/biz/jack-s-lobster-shack-and-oyster-bar-cresskill-cresskill?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,94,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'fishnchips', 'title': 'Fish & Chips'}]",4.0,"{'latitude': 40.9416646, 'longitude': -73.9612159}","['delivery', 'pickup']",,"{'address1': '38 Union Ave', 'address2': '', 'address3': None, 'city': 'Cresskill', 'zip_code': '07626', 'country': 'US', 'state': 'NJ', 'display_address': ['38 Union Ave', 'Cresskill, NJ 07626']}",+12012666575,(201) 266-6575,6941.097221460702
A5rgB4UaCAr86An4zJUU4A,george-s-seafood-englewood,George’s Seafood,https://s3-media1.fl.yelpcdn.com/bphoto/JdoWh13cBBNjA-wm1Kn2Gw/o.jpg,False,https://www.yelp.com/biz/george-s-seafood-englewood?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,20,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,"{'latitude': 40.893793, 'longitude': -73.975726}","['pickup', 'delivery']",,"{'address1': '4 W Palisade Ave', 'address2': '', 'address3': None, 'city': 'Englewood', 'zip_code': '07631', 'country': 'US', 'state': 'NJ', 'display_address': ['4 W Palisade Ave', 'Englewood, NJ 07631']}",+12014319002,(201) 431-9002,10220.915030254904
2RMjjqXKBbXFv2ex4fwnfA,the-taco-project-yonkers,The Taco Project,https://s3-media1.fl.yelpcdn.com/bphoto/22vBk3zdzRLpyUtaqc4hLQ/o.jpg,False,https://www.yelp.com/biz/the-taco-project-yonkers?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,178,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'salad', 'title': 'Salad'}]",3.5,"{'latitude': 40.971935, 'longitude': -73.882158}","['pickup', 'delivery']",$$,"{'address1': '1086 N Broadway', 'address2': 'Ste 125', 'address3': None, 'city': 'Yonkers', 'zip_code': '10701', 'country': 'US', 'state': 'NY', 'display_address': ['1086 N Broadway', 'Ste 125', 'Yonkers, NY 10701']}",+19143754000,(914) 375-4000,2471.5874509085147
HRUqTdBFtbauZVBK1A7RBg,steam-house-restaurant-and-lounge-mount-vernon,Steam House Restaurant and lounge,https://s3-media1.fl.yelpcdn.com/bphoto/QIyK6Eu-aw6fcQhYMSSHLw/o.jpg,False,https://www.yelp.com/biz/steam-house-restaurant-and-lounge-mount-vernon?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,59,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'caribbean', 'title': 'Caribbean'}]",3.0,"{'latitude': 40.9146817, 'longitude': -73.8373691}","['pickup', 'delivery']",$$,"{'address1': '128 Gramatan Ave', 'address2': '', 'address3': '', 'city': 'Mount Vernon', 'zip_code': '10550', 'country': 'US', 'state': 'NY', 'display_address': ['128 Gramatan Ave', 'Mount Vernon, NY 10550']}",+19143711219,(914) 371-1219,5258.97145196494
DhrNPEk94tsbOiZW8O6oYQ,evanders-fish-and-chips-yonkers,Evander's Fish & Chips,https://s3-media4.fl.yelpcdn.com/bphoto/Oescv6LFNB9Q41risZr6BQ/o.jpg,False,https://www.yelp.com/biz/evanders-fish-and-chips-yonkers?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,4,"[{'alias': 'fishnchips', 'title': 'Fish & Chips'}]",4.5,"{'latitude': 40.940021, 'longitude': -73.897843}","['pickup', 'delivery']",,"{'address1': '150 Warburton Ave', 'address2': '', 'address3': None, 'city': 'Yonkers', 'zip_code': '10701', 'country': 'US', 'state': 'NY', 'display_address': ['150 Warburton Ave', 'Yonkers, NY 10701']}",+19144093209,(914) 409-3209,1904.854390266111
h5vwVSud4_Le4RPektCqSQ,dom-and-vinnies-restaurant-yonkers,Dom & Vinnie's Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/tyOobBru0Rwpwet4WXuY3g/o.jpg,False,https://www.yelp.com/biz/dom-and-vinnies-restaurant-yonkers?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,105,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4.0,"{'latitude': 40.9487686, 'longitude': -73.8767471}","['pickup', 'delivery']",$$,"{'address1': '351 Saw Mill River Rd', 'address2': '', 'address3': '', 'city': 'Yonkers', 'zip_code': '10701', 'country': 'US', 'state': 'NY', 'display_address': ['351 Saw Mill River Rd', 'Yonkers, NY 10701']}",+19144766666,(914) 476-6666,242.15202639543276
GTes1ZqcYmDbBTBghsGaFg,la-lanterna-restaurant-and-caffe-yonkers-3,La Lanterna Restaurant & Caffe,https://s3-media3.fl.yelpcdn.com/bphoto/7wdHVy69B9vMF5EjqJdvwA/o.jpg,False,https://www.yelp.com/biz/la-lanterna-restaurant-and-caffe-yonkers-3?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,315,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.5,"{'latitude': 40.9753511308, 'longitude': -73.8679387253}","['restaurant_reservation', 'delivery']",$$,"{'address1': '23 Gray Oaks Ave', 'address2': '', 'address3': '', 'city': 'Yonkers', 'zip_code': '10710', 'country': 'US', 'state': 'NY', 'display_address': ['23 Gray Oaks Ave', 'Yonkers, NY 10710']}",+19144763060,(914) 476-3060,2995.032512580158
u4bpvrR8_YL1MQgEThd8mA,tortoise-and-hare-bronx,Tortoise & Hare,https://s3-media1.fl.yelpcdn.com/bphoto/2-mzd9I2WDsPd5BtG6ZFpw/o.jpg,False,https://www.yelp.com/biz/tortoise-and-hare-bronx?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,73,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bbq', 'title': 'Barbeque'}]",4.5,"{'latitude': 40.89415, 'longitude': -73.89668}","['pickup', 'delivery']",,"{'address1': '6115 Broadway', 'address2': '', 'address3': None, 'city': 'Bronx', 'zip_code': '10471', 'country': 'US', 'state': 'NY', 'display_address': ['6115 Broadway', 'Bronx, NY 10471']}",+13478437868,(347) 843-7868,6359.847290868123
OrUIvcAekhUaHMXCin1eqg,heritage-bar-and-restaurant-yonkers-2,Heritage Bar & Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/ixMecFrJGoS1cz9q2xVG5g/o.jpg,False,https://www.yelp.com/biz/heritage-bar-and-restaurant-yonkers-2?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,122,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'irish', 'title': 'Irish'}]",4.0,"{'latitude': 40.903261526, 'longitude': -73.8658376068544}","['pickup', 'delivery']",$$,"{'address1': '960 McLean Ave', 'address2': '', 'address3': '', 'city': 'Yonkers', 'zip_code': '10704', 'country': 'US', 'state': 'NY', 'display_address': ['960 McLean Ave', 'Yonkers, NY 10704']}",+19147767532,(914) 776-7532,5298.15239588133
7XALoGraia_Dwk5TrH6DcQ,flavas-kitchen-and-catering-mount-vernon,Flavas Kitchen & Catering,https://s3-media3.fl.yelpcdn.com/bphoto/RDCAdJnJOB8MqY_TIT72wQ/o.jpg,False,https://www.yelp.com/biz/flavas-kitchen-and-catering-mount-vernon?adjust_creative=IFiibPQ3l341tFSbhqLzFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=IFiibPQ3l341tFSbhqLzFw,20,"[{'alias': 'catering', 'title': 'Caterers'}]",4.5,"{'latitude': 40.91232, 'longitude': -73.83704}","['pickup', 'delivery']",,"{'address1': '5 Gramatan Ave', 'address2': None, 'address3': '', 'city': 'Mount Vernon', 'zip_code': '10550', 'country': 'US', 'state': 'NY', 'display_address': ['5 Gramatan Ave', 'Mount Vernon, NY 10550']}",+19146632100,(914) 663-2100,5475.545587568496
